Date,Price,Open,High,Low,Vol.,Change %
"Aug 20, 2012","20,083.50","20,081.50","20,132.50","19,883.50",-,-0.16%
"Aug 17, 2012","20,115.50","20,032.50","20,171.50","20,020.50",-,0.97%
"Aug 16, 2012","19,921.50","20,157.50","20,176.50","19,903.50",-,-0.76%
"Aug 15, 2012","20,073.50","20,114.50","20,139.50","20,002.50",-,-0.87%
"Aug 14, 2012","20,249.50","20,158.50","20,297.50","20,080.50",-,1.04%
"Aug 13, 2012","20,040.50","20,183.50","20,184.50","20,007.50",-,-0.60%
"Aug 10, 2012","20,160.50","20,174.50","20,206.50","20,026.50",-,-0.16%
"Aug 09, 2012","20,193.50","20,134.50","20,279.50","20,115.50",-,0.73%
"Aug 08, 2012","20,047.50","20,125.50","20,184.50","19,946.50",-,0.15%
"Aug 07, 2012","20,016.50","19,998.50","20,089.50","19,953.50",-,0.28%
"Aug 06, 2012","19,960.50","20,048.50","20,084.50","19,946.50",-,1.54%
"Aug 03, 2012","19,658.50","19,447.50","19,658.50","19,383.50",-,0.14%
"Aug 02, 2012","19,631.50","19,787.50","19,787.50","19,612.50",-,-0.83%
"Aug 01, 2012","19,795.50","19,603.50","19,877.50","19,598.50",-,0.40%
"Jul 31, 2012","19,717.50","19,534.50","19,818.50","19,521.50",-,1.14%
"Jul 30, 2012","19,494.50","19,430.50","19,557.50","19,416.50",-,1.35%
"Jul 27, 2012","19,234.50","19,173.50","19,342.50","19,121.50",-,2.21%
"Jul 26, 2012","18,819.50","18,843.50","18,940.50","18,767.50",-,-0.18%
"Jul 25, 2012","18,852.50","18,702.50","18,925.50","18,650.50",-,0.00%
"Jul 24, 2012","18,852.50","18,980.50","19,102.50","18,819.50",-,-0.73%
"Jul 23, 2012","18,990.50","19,266.50","19,271.50","18,956.50",-,-3.45%
"Jul 20, 2012","19,669.50","19,516.50","19,673.50","19,495.50",-,0.52%
"Jul 19, 2012","19,568.50","19,413.50","19,617.50","19,374.50",-,1.88%
"Jul 18, 2012","19,207.50","19,432.50","19,440.50","19,114.50",-,-1.44%
"Jul 17, 2012","19,488.50","19,103.50","19,502.50","19,101.50",-,2.11%
"Jul 16, 2012","19,086.50","19,207.50","19,227.50","19,033.50",-,0.27%
"Jul 13, 2012","19,035.50","19,039.50","19,167.50","19,010.50",-,0.03%
"Jul 12, 2012","19,029.50","19,349.50","19,363.50","18,982.50",-,-1.89%
"Jul 11, 2012","19,395.50","19,295.50","19,459.50","19,240.50",-,-0.15%
"Jul 10, 2012","19,424.50","19,485.50","19,534.50","19,357.50",-,-0.08%
"Jul 09, 2012","19,439.50","19,648.50","19,755.50","19,411.50",-,-1.91%
"Jul 06, 2012","19,818.50","19,795.50","19,852.50","19,698.50",-,-0.31%
"Jul 05, 2012","19,880.50","19,766.50","19,897.50","19,609.50",-,0.67%
"Jul 04, 2012","19,748.50","19,789.50","19,845.50","19,683.50",-,-0.02%
"Jul 03, 2012","19,752.50","19,657.50","19,781.50","19,619.50",-,1.57%
"Jul 02, 2012","19,447.50","19,447.50","19,447.50","19,447.50",-,0.00%
"Jul 01, 2012","19,447.50","19,447.50","19,447.50","19,447.50",-,0.00%
"Jun 29, 2012","19,447.50","19,020.50","19,543.50","19,002.50",-,2.36%
"Jun 28, 2012","18,999.50","19,321.50","19,339.50","18,965.50",-,-0.92%
"Jun 27, 2012","19,175.50","18,952.50","19,230.50","18,916.50",-,0.72%
"Jun 26, 2012","19,037.50","18,836.50","19,049.50","18,836.50",-,0.41%
"Jun 25, 2012","18,960.50","18,952.50","19,084.50","18,834.50",-,-0.36%
"Jun 22, 2012","19,028.50","18,990.50","19,099.50","18,960.50",-,-1.25%
"Jun 21, 2012","19,268.50","19,554.50","19,557.50","19,252.50",-,-1.52%
"Jun 20, 2012","19,566.50","19,524.50","19,593.50","19,461.50",-,1.04%
"Jun 19, 2012","19,364.50","19,468.50","19,487.50","19,336.50",-,-0.47%
"Jun 18, 2012","19,456.50","19,553.50","19,622.50","19,411.50",-,0.66%
"Jun 15, 2012","19,329.50","18,883.50","19,331.50","18,845.50",-,3.04%
"Jun 14, 2012","18,758.50","18,848.50","18,936.50","18,742.50",-,-0.92%
"Jun 13, 2012","18,933.50","18,817.50","18,959.50","18,708.50",-,0.94%
"Jun 12, 2012","18,756.50","18,686.50","18,857.50","18,614.50",-,-1.08%
"Jun 11, 2012","18,961.50","18,931.50","18,968.50","18,771.50",-,3.31%
"Jun 08, 2012","18,354.50","18,469.50","18,599.50","18,309.50",-,-0.89%
"Jun 07, 2012","18,519.50","18,746.50","18,748.50","18,505.50",-,0.14%
"Jun 06, 2012","18,493.50","18,274.50","18,493.50","18,221.50",-,2.13%
"Jun 05, 2012","18,108.50","18,086.50","18,207.50","18,016.50",-,0.95%
"Jun 04, 2012","17,938.50","18,017.50","18,062.50","17,857.50",-,-2.61%
"Jun 01, 2012","18,419.50","18,232.50","18,527.50","18,232.50",-,-0.60%
"May 31, 2012","18,531.50","18,147.50","18,532.50","18,122.50",-,1.20%
"May 30, 2012","18,311.50","18,564.50","18,572.50","18,307.50",-,-2.23%
"May 29, 2012","18,728.50","18,397.50","18,760.50","18,397.50",-,1.39%
"May 28, 2012","18,472.50","18,344.50","18,568.50","18,338.50",-,-0.43%
"May 25, 2012","18,551.50","18,566.50","18,703.50","18,468.50",-,0.19%
"May 24, 2012","18,515.50","18,622.50","18,749.50","18,488.50",-,-0.40%
"May 23, 2012","18,590.50","18,612.50","18,738.50","18,517.50",-,-1.44%
"May 22, 2012","18,862.50","18,918.50","19,072.50","18,861.50",-,0.30%
"May 21, 2012","18,806.50","18,737.50","18,872.50","18,692.50",-,-0.10%
"May 18, 2012","18,825.50","18,658.50","18,843.50","18,451.50",-,-0.93%
"May 17, 2012","19,002.50","19,192.50","19,295.50","18,972.50",-,-0.87%
"May 16, 2012","19,168.50","19,451.50","19,464.50","19,006.50",-,-2.38%
"May 15, 2012","19,635.50","19,433.50","19,726.50","19,424.50",-,0.57%
"May 14, 2012","19,524.50","19,824.50","19,852.50","19,486.50",-,-1.07%
"May 11, 2012","19,736.50","19,863.50","19,889.50","19,693.50",-,-0.91%
"May 10, 2012","19,917.50","20,130.50","20,174.50","19,884.50",-,-1.07%
"May 09, 2012","20,133.50","20,171.50","20,200.50","20,057.50",-,-0.68%
"May 08, 2012","20,270.50","20,468.50","20,470.50","20,200.50",-,-0.17%
"May 07, 2012","20,304.50","20,512.50","20,513.50","20,286.50",-,-2.81%
"May 04, 2012","20,891.50","20,947.50","21,020.50","20,884.50",-,-0.94%
"May 03, 2012","21,089.50","21,163.50","21,163.50","20,997.50",-,-0.44%
"May 02, 2012","21,182.50","21,061.50","21,241.50","21,038.50",-,1.17%
"Apr 30, 2012","20,937.50","20,663.50","20,980.50","20,662.50",-,1.89%
"Apr 27, 2012","20,549.50","20,753.50","20,791.50","20,441.50",-,-0.69%
"Apr 26, 2012","20,692.50","20,609.50","20,694.50","20,475.50",-,0.74%
"Apr 25, 2012","20,541.50","20,588.50","20,613.50","20,400.50",-,0.36%
"Apr 24, 2012","20,468.50","20,448.50","20,626.50","20,359.50",-,0.29%
"Apr 23, 2012","20,409.50","20,817.50","20,824.50","20,388.50",-,-2.80%
"Apr 20, 2012","20,998.50","20,888.50","21,091.50","20,879.50",-,-0.12%
"Apr 19, 2012","21,024.50","20,714.50","21,024.50","20,714.50",-,1.23%
"Apr 18, 2012","20,768.50","20,818.50","20,867.50","20,725.50",-,1.08%
"Apr 17, 2012","20,547.50","20,625.50","20,647.50","20,371.50",-,-0.16%
"Apr 16, 2012","20,579.50","20,506.50","20,641.50","20,470.50",-,-0.66%
"Apr 13, 2012","20,716.50","20,624.50","20,721.50","20,555.50",-,1.64%
"Apr 12, 2012","20,381.50","20,088.50","20,381.50","20,076.50",-,1.49%
"Apr 11, 2012","20,081.50","20,086.50","20,147.50","19,998.50",-,-1.10%
"Apr 10, 2012","20,304.50","20,350.50","20,445.50","20,267.50",-,-1.00%
"Apr 05, 2012","20,510.50","20,380.50","20,657.50","20,366.50",-,-1.29%
"Apr 03, 2012","20,777.50","20,638.50","20,817.50","20,545.50",-,1.58%
"Apr 02, 2012","20,454.50","20,593.50","20,645.50","20,390.50",-,-0.20%
"Mar 30, 2012","20,495.50","20,380.50","20,537.50","20,361.50",-,-0.22%
"Mar 29, 2012","20,541.50","20,653.50","20,675.50","20,497.50",-,-1.71%
"Mar 28, 2012","20,899.50","21,039.50","21,052.50","20,799.50",-,-1.22%
"Mar 27, 2012","21,158.50","20,956.50","21,164.50","20,919.50",-,2.09%
"Mar 26, 2012","20,725.50","20,666.50","20,790.50","20,557.50",-,0.55%
"Mar 23, 2012","20,612.50","20,765.50","20,769.50","20,577.50",-,-1.27%
"Mar 22, 2012","20,877.50","20,880.50","20,981.50","20,780.50",-,-0.15%
"Mar 21, 2012","20,909.50","21,012.50","21,021.50","20,738.50",-,0.10%
"Mar 20, 2012","20,888.50","21,132.50","21,140.50","20,756.50",-,-0.52%
"Mar 19, 2012","20,998.50","21,478.50","21,478.50","20,996.50",-,-1.62%
"Mar 16, 2012","21,344.50","21,287.50","21,465.50","21,260.50",-,0.15%
"Mar 15, 2012","21,312.50","21,285.50","21,382.50","21,168.50",-,0.16%
"Mar 14, 2012","21,277.50","21,553.50","21,670.50","21,263.50",-,-0.01%
"Mar 13, 2012","21,280.50","21,308.50","21,411.50","21,242.50",-,0.73%
"Mar 12, 2012","21,125.50","21,034.50","21,140.50","20,855.50",-,0.32%
"Mar 09, 2012","21,057.50","20,858.50","21,151.50","20,814.50",-,1.06%
"Mar 08, 2012","20,837.50","20,632.50","20,863.50","20,596.50",-,1.31%
"Mar 07, 2012","20,567.50","20,485.50","20,674.50","20,485.50",-,-0.59%
"Mar 06, 2012","20,690.50","21,112.50","21,144.50","20,689.50",-,-2.16%
"Mar 05, 2012","21,147.50","21,463.50","21,531.50","21,121.50",-,-1.80%
"Mar 02, 2012","21,535.50","21,531.50","21,591.50","21,486.50",-,1.01%
"Mar 01, 2012","21,320.50","21,476.50","21,618.50","21,276.50",-,-1.53%
"Feb 29, 2012","21,651.50","21,597.50","21,697.50","21,476.50",-,0.70%
"Feb 28, 2012","21,501.50","21,218.50","21,570.50","21,203.50",-,1.58%
"Feb 27, 2012","21,166.50","21,356.50","21,573.50","21,003.50",-,-1.18%
"Feb 24, 2012","21,418.50","21,497.50","21,498.50","21,301.50",-,0.14%
"Feb 23, 2012","21,387.50","21,360.50","21,451.50","21,321.50",-,-0.48%
"Feb 22, 2012","21,490.50","21,331.50","21,572.50","21,268.50",-,0.28%
"Feb 21, 2012","21,430.50","21,425.50","21,495.50","21,216.50",-,0.32%
"Feb 20, 2012","21,362.50","21,736.50","21,763.50","21,358.50",-,-0.39%
"Feb 17, 2012","21,446.50","21,522.50","21,571.50","21,413.50",-,1.07%
"Feb 16, 2012","21,220.50","21,237.50","21,329.50","21,184.50",-,-0.92%
"Feb 15, 2012","21,417.50","21,009.50","21,442.50","20,930.50",-,2.12%
"Feb 14, 2012","20,972.50","20,850.50","20,978.50","20,812.50",-,0.38%
"Feb 13, 2012","20,893.50","20,775.50","21,006.50","20,711.50",-,0.45%
"Feb 10, 2012","20,800.50","20,990.50","20,994.50","20,703.50",-,-0.73%
"Feb 09, 2012","20,954.50","20,965.50","21,088.50","20,794.50",-,-0.79%
"Feb 08, 2012","21,120.50","20,844.50","21,128.50","20,767.50",-,1.62%
"Feb 07, 2012","20,784.50","20,832.50","20,919.50","20,677.50",-,0.58%
"Feb 06, 2012","20,665.50","20,998.50","21,002.50","20,656.50",-,-0.44%
"Feb 03, 2012","20,756.50","20,716.50","20,814.50","20,653.50",-,-0.06%
"Feb 02, 2012","20,769.50","20,655.50","20,777.50","20,593.50",-,1.92%
"Feb 01, 2012","20,378.50","20,361.50","20,565.50","20,292.50",-,0.10%
"Jan 31, 2012","20,358.50","20,353.50","20,511.50","20,265.50",-,0.49%
"Jan 30, 2012","20,258.50","20,511.50","20,520.50","20,173.50",-,-1.64%
"Jan 27, 2012","20,595.50","20,384.50","20,602.50","20,370.50",-,0.89%
"Jan 26, 2012","20,414.50","20,496.50","20,496.50","20,318.50",-,1.03%
"Jan 20, 2012","20,206.50","20,074.50","20,206.50","19,949.50",-,1.30%
"Jan 19, 2012","19,946.50","19,769.50","19,975.50","19,769.50",-,1.78%
"Jan 18, 2012","19,597.50","19,652.50","19,746.50","19,597.50",-,-0.49%
"Jan 17, 2012","19,693.50","19,152.50","19,693.50","19,146.50",-,3.49%
"Jan 16, 2012","19,029.50","19,021.50","19,060.50","18,973.50",-,-1.28%
"Jan 13, 2012","19,276.50","19,262.50","19,276.50","19,066.50",-,0.91%
"Jan 12, 2012","19,103.50","19,122.50","19,281.50","19,073.50",-,-0.30%
"Jan 11, 2012","19,161.50","19,046.50","19,189.50","18,964.50",-,0.88%
"Jan 10, 2012","18,994.50","19,040.50","19,114.50","18,874.50",-,0.36%
"Jan 09, 2012","18,925.50","18,581.50","18,925.50","18,268.50",-,1.62%
"Jan 06, 2012","18,624.50","18,767.50","18,767.50","18,473.50",-,-0.96%
"Jan 05, 2012","18,804.50","18,763.50","18,836.50","18,725.50",-,0.07%
"Jan 04, 2012","18,791.50","18,876.50","18,917.50","18,696.50",-,-0.13%
"Jan 03, 2012","18,815.50","18,832.50","18,879.50","18,730.50",-,1.95%
"Jan 02, 2012","18,455.50","18,455.50","18,455.50","18,455.50",-,0.03%
